County,FIPS,Yes/No(1)
"McPherson County, Kansas",20113,no
"Meade County, Kansas",20119,no
"Meade County, Kentucky",21163,no
"Meade County, South Dakota",46093,no
"Meagher County, Montana",30059,no
"Mecklenburg County, North Carolina",37119,no
"Mecklenburg County, Virginia",51117,no
"Medina County, Ohio",39103,no
"Medina County, Texas",48325,no
"Meeker County, Minnesota",27093,no
"Meigs County, Ohio",39105,no
"Meigs County, Tennessee",47121,no
"Mellette County, South Dakota",46095,no
"Menard County, Illinois",17129,no
"Menard County, Texas",48327,no
"Menifee County, Kentucky",21165,no
"Menominee County, Michigan",26109,no
"Menominee County, Wisconsin",55078,no
"Mercer County, Illinois",17131,no
"Mercer County, Kentucky",21167,no
"Mercer County, Missouri",29129,no
"Mercer County, New Jersey",34021,no
"Mercer County, North Dakota",38057,no
"Mercer County, Ohio",39107,no
"Merrick County, Nebraska",31121,no
"Mesa County, Colorado",8077,no
"Metcalfe County, Kentucky",21169,no
"Miami County, Indiana",18103,no
"Miami County, Kansas",20121,no
"Miami County, Ohio",39109,no
"Middlesex County, Virginia",51119,no
"Mille Lacs County, Minnesota",27095,no
"Miller County, Georgia",13201,no
"Miller County, Missouri",29131,no
"Milwaukee County, Wisconsin",55079,no
"Miner County, South Dakota",46097,no
"Mineral County, Colorado",8079,no
"Mineral County, Montana",30061,no
"Mineral County, Nevada",32021,no
"Minidoka County, Idaho",16067,no
"Minnehaha County, South Dakota",46099,no
"Missaukee County, Michigan",26113,no
"Mississippi County, Missouri",29133,no
"Mitchell County, Georgia",13205,no
"Mitchell County, Iowa",19131,no
"Mitchell County, North Carolina",37121,no
"Mitchell County, Texas",48335,no
"Modoc County, California",6049,no
"Moniteau County, Missouri",29135,no
"Monona County, Iowa",19133,no
"Monongalia County, West Virginia",54061,no
"Monroe County, Florida",12087,no
"Monroe County, Georgia",13207,no
"Monroe County, Illinois",17133,no
"Monroe County, Indiana",18105,no
"Monroe County, Iowa",19135,no
"Monroe County, Kentucky",21171,no
"Monroe County, Michigan",26115,no
"Monroe County, Mississippi",28095,no
"Monroe County, Ohio",39111,no
"Monroe County, West Virginia",54063,no
"Montague County, Texas",48337,no
"Montcalm County, Michigan",26117,no
"Montezuma County, Colorado",8083,no
"Montgomery County, Alabama",1101,no
"Montgomery County, Georgia",13209,no
"Montgomery County, Illinois",17135,no
"Montgomery County, Iowa",19137,no
"Montgomery County, Maryland",24031,no
"Montgomery County, Mississippi",28097,no
"Montgomery County, Missouri",29139,no
"Montgomery County, North Carolina",37123,no
"Montgomery County, Ohio",39113,no
"Montgomery County, Tennessee",47125,no
"Montgomery County, Virginia",51121,no
"Montmorency County, Michigan",26119,no
"Moody County, South Dakota",46101,no
"Moore County, Tennessee",47127,no
"Moore County, Texas",48341,no
"Morgan County, Alabama",1103,no
"Morgan County, Georgia",13211,no
"Morgan County, Indiana",18109,no
"Morgan County, Kentucky",21175,no
"Morgan County, Tennessee",47129,no
"Morgan County, West Virginia",54065,no
"Morrill County, Nebraska",31123,no
"Morris County, Kansas",20127,no
"Morris County, Texas",48343,no
"Morrison County, Minnesota",27097,no
"Morrow County, Ohio",39117,no
"Morton County, Kansas",20129,no
"Morton County, North Dakota",38059,no
"Motley County, Texas",48345,no
"Moultrie County, Illinois",17139,no
"Mountrail County, North Dakota",38061,no
"Muhlenberg County, Kentucky",21177,no
"Murray County, Georgia",13213,no
"Murray County, Minnesota",27101,no
"Muscatine County, Iowa",19139,no
"Muscogee County, Georgia",13215,no
"Muskegon County, Michigan",26121,no
"Musselshell County, Montana",30065,no
"Nacogdoches County, Texas",48347,no
"Nance County, Nebraska",31125,no
"Nantucket County, Massachusetts",25019,no
"Nassau County, Florida",12089,no
"Nassau County, New York",36059,no
"Nelson County, North Dakota",38063,no
"Nemaha County, Kansas",20131,no
"Nemaha County, Nebraska",31127,no
"Neosho County, Kansas",20133,no
"Neshoba County, Mississippi",28099,no
"Ness County, Kansas",20135,no
"New Castle County, Delaware",10003,no
"New Hanover County, North Carolina",37129,no
"New Kent County, Virginia",51127,no
"New York County, New York",36061,no
"Newaygo County, Michigan",26123,no
"Newberry County, South Carolina",45071,no
"Newton County, Indiana",18111,no
"Newton County, Mississippi",28101,no
"Newton County, Missouri",29145,no
"Newton County, Texas",48351,no
"Nez Perce County, Idaho",16069,no
"Niagara County, New York",36063,no
"Nicholas County, Kentucky",21181,no
"Nicollet County, Minnesota",27103,no
"Noble County, Indiana",18113,no
"Noble County, Ohio",39121,no
"Nodaway County, Missouri",29147,no
"Nolan County, Texas",48353,no
"Norman County, Minnesota",27107,no
"North Slope Borough, Alaska",2185,no
"Northampton County, North Carolina",37131,no
"Northampton County, Virginia",51131,no
"Northumberland County, Pennsylvania",42097,no
"Northumberland County, Virginia",51133,no
"Noxubee County, Mississippi",28103,no
"Nuckolls County, Nebraska",31129,no
"Nueces County, Texas",48355,no
"O'Brien County, Iowa",19141,no
"Obion County, Tennessee",47131,no
"Ochiltree County, Texas",48357,no
"Oconee County, Georgia",13219,no
"Oconee County, South Carolina",45073,no
"Oconto County, Wisconsin",55083,no
"Oglala Lakota County, South Dakota",46102,no
"Ogle County, Illinois",17141,no
"Ohio County, Kentucky",21183,no
"Okaloosa County, Florida",12091,no
"Okanogan County, Washington",53047,no
"Oklahoma County, Oklahoma",40109,no
"Oktibbeha County, Mississippi",28105,no
"Oldham County, Kentucky",21185,no
"Oldham County, Texas",48359,no
"Oliver County, North Dakota",38065,no
"Olmsted County, Minnesota",27109,no
"Oneida County, Idaho",16071,no
"Ontonagon County, Michigan",26131,no
"Orange County, California",6059,no
"Orange County, Florida",12095,no
"Orange County, Indiana",18117,no
"Orange County, North Carolina",37135,no
"Orange County, Vermont",50017,no
"Orangeburg County, South Carolina",45075,no
"Oregon County, Missouri",29149,no
"Orleans County, New York",36073,no
"Orleans County, Vermont",50019,no
"Orleans Parish, Louisiana",22071,no
"Osage County, Kansas",20139,no
"Osage County, Missouri",29151,no
"Osceola County, Iowa",19143,no
"Osceola County, Michigan",26133,no
"Oscoda County, Michigan",26135,no
"Oswego County, New York",36075,no
"Otsego County, Michigan",26137,no
"Ottawa County, Kansas",20143,no
"Outagamie County, Wisconsin",55087,no
"Overton County, Tennessee",47133,no
"Owen County, Indiana",18119,no
"Owen County, Kentucky",21187,no
"Owsley County, Kentucky",21189,no
"Oxford County, Maine",23017,no
"Ozark County, Missouri",29153,no
"Ozaukee County, Wisconsin",55089,no
"Pacific County, Washington",53049,no
"Page County, Virginia",51139,no
"Palo Alto County, Iowa",19147,no
"Pamlico County, North Carolina",37137,no
"Panola County, Mississippi",28107,no
"Park County, Colorado",8093,no
"Park County, Montana",30067,no
"Park County, Wyoming",56029,no
"Parmer County, Texas",48369,no
"Pasco County, Florida",12101,no
"Pasquotank County, North Carolina",37139,no
"Patrick County, Virginia",51141,no
"Paulding County, Georgia",13223,no
"Pawnee County, Nebraska",31133,no
"Peach County, Georgia",13225,no
"Pearl River County, Mississippi",28109,no
"Pembina County, North Dakota",38067,no
"Pemiscot County, Missouri",29155,no
"Pend Oreille County, Washington",53051,no
"Pendleton County, Kentucky",21191,no
"Pendleton County, West Virginia",54071,no
"Pennington County, Minnesota",27113,no
"Peoria County, Illinois",17143,no
"Perkins County, Nebraska",31135,no
"Perkins County, South Dakota",46105,no
"Perquimans County, North Carolina",37143,no
"Perry County, Alabama",1105,no
"Perry County, Arkansas",5105,no
"Perry County, Illinois",17145,no
"Perry County, Kentucky",21193,no
"Perry County, Mississippi",28111,no
"Perry County, Ohio",39127,no
"Perry County, Tennessee",47135,no
"Pershing County, Nevada",32027,no
"Person County, North Carolina",37145,no
"Petroleum County, Montana",30069,no
"Pettis County, Missouri",29159,no
"Phelps County, Missouri",29161,no
"Phelps County, Nebraska",31137,no
"Philadelphia County, Pennsylvania",42101,no
"Phillips County, Colorado",8095,no
"Phillips County, Kansas",20147,no
"Phillips County, Montana",30071,no
"Piatt County, Illinois",17147,no
"Pickaway County, Ohio",39129,no
"Pickens County, Alabama",1107,no
"Pickens County, Georgia",13227,no
"Pickett County, Tennessee",47137,no
"Pierce County, Georgia",13229,no
"Pierce County, North Dakota",38069,no
"Pierce County, Wisconsin",55093,no
"Pike County, Alabama",1109,no
"Pike County, Arkansas",5109,no
"Pike County, Georgia",13231,no
"Pike County, Illinois",17149,no
"Pike County, Indiana",18125,no
"Pike County, Mississippi",28113,no
"Pike County, Ohio",39131,no
"Pine County, Minnesota",27115,no
"Pinellas County, Florida",12103,no
"Pipestone County, Minnesota",27117,no
"Pitt County, North Carolina",37147,no
"Piute County, Utah",49031,no
"Placer County, California",6061,no
"Platte County, Wyoming",56031,no
"Pleasants County, West Virginia",54073,no
"Plymouth County, Iowa",19149,no
"Pocahontas County, Iowa",19151,no
"Poinsett County, Arkansas",5111,no
"Pointe Coupee Parish, Louisiana",22077,no
"Polk County, Georgia",13233,no
"Polk County, Iowa",19153,no
"Polk County, Minnesota",27119,no
"Polk County, Missouri",29167,no
"Polk County, Nebraska",31143,no
"Polk County, North Carolina",37149,no
"Polk County, Tennessee",47139,no
"Polk County, Wisconsin",55095,no
"Pontotoc County, Mississippi",28115,no
"Pontotoc County, Oklahoma",40123,no
"Pope County, Arkansas",5115,no
"Pope County, Illinois",17151,no
"Pope County, Minnesota",27121,no
"Portage County, Ohio",39133,no
"Portage County, Wisconsin",55097,no
"Porter County, Indiana",18127,no
"Pottawattamie County, Iowa",19155,no
"Potter County, South Dakota",46107,no
"Potter County, Texas",48375,no
"Powder River County, Montana",30075,no
"Powell County, Kentucky",21197,no
"Powell County, Montana",30077,no
"Power County, Idaho",16077,no
"Poweshiek County, Iowa",19157,no
"Powhatan County, Virginia",51145,no
"Prairie County, Arkansas",5117,no
"Preble County, Ohio",39135,no
"Prentiss County, Mississippi",28117,no
"Presque Isle County, Michigan",26141,no
"Price County, Wisconsin",55099,no
"Prince Edward County, Virginia",51147,no
"Prince George County, Virginia",51149,no
"Prince Georges County, Maryland",24033,no
"Prince William County, Virginia",51153,no
"Pulaski County, Arkansas",5119,no
"Pulaski County, Georgia",13235,no
"Pulaski County, Illinois",17153,no
"Pulaski County, Kentucky",21199,no
"Putnam County, Georgia",13237,no
"Putnam County, Illinois",17155,no
"Putnam County, Indiana",18133,no
"Putnam County, Missouri",29171,no
"Putnam County, Tennessee",47141,no
"Putnam County, West Virginia",54079,no
"Quay County, New Mexico",35037,no
"Queen Annes County, Maryland",24035,no
"Queens County, New York",36081,no
"Quitman County, Georgia",13239,no
"Quitman County, Mississippi",28119,no
"Ramsey County, Minnesota",27123,no
"Ramsey County, North Dakota",38071,no
"Randall County, Texas",48381,no
"Randolph County, Alabama",1111,no
"Randolph County, Arkansas",5121,no
"Randolph County, Georgia",13243,no
"Randolph County, Illinois",17157,no
"Randolph County, Indiana",18135,no
"Randolph County, Missouri",29175,no
"Randolph County, North Carolina",37151,no
"Randolph County, West Virginia",54083,no
"Ransom County, North Dakota",38073,no
"Ravalli County, Montana",30081,no
"Rawlins County, Kansas",20153,no
"Ray County, Missouri",29177,no
"Reagan County, Texas",48383,no
"Red Lake County, Minnesota",27125,no
"Red River County, Texas",48387,no
"Redwood County, Minnesota",27127,no
"Renville County, Minnesota",27129,no
"Renville County, North Dakota",38075,no
"Reynolds County, Missouri",29179,no
"Rice County, Minnesota",27131,no
"Richardson County, Nebraska",31147,no
"Richland County, Illinois",17159,no
"Richland County, North Dakota",38077,no
"Richland County, South Carolina",45079,no
"Richland County, Wisconsin",55103,no
"Richmond County, Georgia",13245,no
"Richmond County, New York",36085,no
"Richmond County, Virginia",51159,no
"Riley County, Kansas",20161,no
"Ringgold County, Iowa",19159,no
"Rio Blanco County, Colorado",8103,no
"Rio Grande County, Colorado",8105,no
"Ripley County, Missouri",29181,no
"Roanoke County, Virginia",51161,no
"Roberts County, Texas",48393,no
"Robertson County, Kentucky",21201,no
"Robertson County, Tennessee",47147,no
"Robertson County, Texas",48395,no
"Rock County, Minnesota",27133,no
"Rockbridge County, Virginia",51163,no
"Rockcastle County, Kentucky",21203,no
"Rockdale County, Georgia",13247,no
"Rockingham County, Virginia",51165,no
"Rockwall County, Texas",48397,no
"Roger Mills County, Oklahoma",40129,no
"Roosevelt County, Montana",30085,no
"Roscommon County, Michigan",26143,no
"Ross County, Ohio",39141,no
"Rush County, Indiana",18139,no
"Russell County, Alabama",1113,no
"Russell County, Kansas",20167,no
"Russell County, Virginia",51167,no
"Rutherford County, North Carolina",37161,no
"Sagadahoc County, Maine",23023,no
"Saginaw County, Michigan",26145,no
"Saguache County, Colorado",8109,no
"Saline County, Arkansas",5125,no
"Saline County, Illinois",17165,no
"Saline County, Kansas",20169,no
"Saline County, Missouri",29195,no
"Saline County, Nebraska",31151,no
"Saluda County, South Carolina",45081,no
"Sampson County, North Carolina",37163,no
"San Francisco County, California",6075,no
"San Juan County, Colorado",8111,no
"San Saba County, Texas",48411,no
"Sanborn County, South Dakota",46111,no
"Sanders County, Montana",30089,no
"Sandusky County, Ohio",39143,no
"Sanilac County, Michigan",26151,no
"Santa Barbara County, California",6083,no
"Santa Cruz County, Arizona",4023,no
"Santa Rosa County, Florida",12113,no
"Sarasota County, Florida",12115,no
"Sargent County, North Dakota",38081,no
"Sarpy County, Nebraska",31153,no
"Sauk County, Wisconsin",55111,no
"Saunders County, Nebraska",31155,no
"Sawyer County, Wisconsin",55113,no
"Schenectady County, New York",36093,no
"Schleicher County, Texas",48413,no
"Schley County, Georgia",13249,no
"Schoolcraft County, Michigan",26153,no
"Schuyler County, Missouri",29197,no
"Schuyler County, New York",36097,no
"Scioto County, Ohio",39145,no
"Scott County, Arkansas",5127,no
"Scott County, Illinois",17171,no
"Scott County, Indiana",18143,no
"Scott County, Iowa",19163,no
"Scott County, Kansas",20171,no
"Scott County, Kentucky",21209,no
"Scott County, Mississippi",28123,no
"Scott County, Tennessee",47151,no
"Scotts Bluff County, Nebraska",31157,no
"Screven County, Georgia",13251,no
"Scurry County, Texas",48415,no
"Searcy County, Arkansas",5129,no
"Sedgwick County, Colorado",8115,no
"Sedgwick County, Kansas",20173,no
"Seminole County, Georgia",13253,no
"Sequatchie County, Tennessee",47153,no
"Sequoyah County, Oklahoma",40135,no
"Sevier County, Arkansas",5133,no
"Sevier County, Tennessee",47155,no
"Sevier County, Utah",49041,no
"Seward County, Kansas",20175,no
"Shannon County, Missouri",29203,no
"Sharp County, Arkansas",5135,no
"Shawnee County, Kansas",20177,no
"Sheboygan County, Wisconsin",55117,no
"Shelby County, Alabama",1117,no
"Shelby County, Indiana",18145,no
"Shelby County, Iowa",19165,no
"Shelby County, Kentucky",21211,no
"Shelby County, Missouri",29205,no
"Shelby County, Ohio",39149,no
"Shelby County, Tennessee",47157,no
"Sherburne County, Minnesota",27141,no
"Sheridan County, Kansas",20179,no
"Sheridan County, Montana",30091,no
"Sheridan County, Nebraska",31161,no
"Sheridan County, Wyoming",56033,no
"Sherman County, Kansas",20181,no
"Sherman County, Nebraska",31163,no
"Sherman County, Oregon",41055,no
"Sherman County, Texas",48421,no
"Shoshone County, Idaho",16079,no
"Sierra County, California",6091,no
"Silver Bow County, Montana",30093,no
"Simpson County, Kentucky",21213,no
"Simpson County, Mississippi",28127,no
"Sioux County, Iowa",19167,no
"Sioux County, Nebraska",31165,no
"Sioux County, North Dakota",38085,no
"Sitka Borough, Alaska",2220,no
"Skagit County, Washington",53057,no
"Skamania County, Washington",53059,no
"Slope County, North Dakota",38087,no
"Smyth County, Virginia",51173,no
"Snohomish County, Washington",53061,no
"Somerset County, Maryland",24039,no
"Somerset County, New Jersey",34035,no
"Somerset County, Pennsylvania",42111,no
"Southeast Fairbanks Census Area, Alaska",2240,no
"Spalding County, Georgia",13255,no
"Spartanburg County, South Carolina",45083,no
"Spencer County, Indiana",18147,no
"Spencer County, Kentucky",21215,no
"Spokane County, Washington",53063,no
"St. Bernard Parish, Louisiana",22087,no
"St. Charles County, Missouri",29183,no
"St. Charles Parish, Louisiana",22089,no
"St. Clair County, Alabama",1115,no
"St. Clair County, Illinois",17163,no
"St. Clair County, Michigan",26147,no
"St. Clair County, Missouri",29185,no
"St. Croix County, Wisconsin",55109,no
"St. Francis County, Arkansas",5123,no
"St. Helena Parish, Louisiana",22091,no
"St. John the Baptist Parish, Louisiana",22095,no
"St. Johns County, Florida",12109,no
"St. Joseph County, Indiana",18141,no
"St. Joseph County, Michigan",26149,no
"St. Lawrence County, New York",36089,no
"St. Louis City, Missouri",29510,no
"St. Louis County, Missouri",29189,no
"Stafford County, Kansas",20185,no
"Stafford County, Virginia",51179,no
"Stanley County, South Dakota",46117,no
"Stanly County, North Carolina",37167,no
"Stanton County, Kansas",20187,no
"Stanton County, Nebraska",31167,no
"Stark County, Illinois",17175,no
"Stark County, North Dakota",38089,no
"Starke County, Indiana",18149,no
"Stearns County, Minnesota",27145,no
"Steele County, Minnesota",27147,no
"Steele County, North Dakota",38091,no
"Stephens County, Georgia",13257,no
"Stephens County, Texas",48429,no
"Stephenson County, Illinois",17177,no
"Sterling County, Texas",48431,no
"Stevens County, Kansas",20189,no
"Stevens County, Minnesota",27149,no
"Stewart County, Georgia",13259,no
"Stillwater County, Montana",30095,no
"Stokes County, North Carolina",37169,no
"Stone County, Mississippi",28131,no
"Stonewall County, Texas",48433,no
"Storey County, Nevada",32029,no
"Story County, Iowa",19169,no
"Sublette County, Wyoming",56035,no
"Suffolk County, Massachusetts",25025,no
"Sullivan County, Indiana",18153,no
"Sullivan County, Missouri",29211,no
"Sullivan County, New Hampshire",33019,no
"Sullivan County, Pennsylvania",42113,no
"Sullivan County, Tennessee",47163,no
"Sully County, South Dakota",46119,no
"Summers County, West Virginia",54089,no
"Summit County, Colorado",8117,no
"Summit County, Ohio",39153,no
"Sumner County, Tennessee",47165,no
"Sumter County, Alabama",1119,no
"Sumter County, Georgia",13261,no
"Sumter County, South Carolina",45085,no
"Sunflower County, Mississippi",28133,no
"Surry County, North Carolina",37171,no
"Surry County, Virginia",51181,no
"Susquehanna County, Pennsylvania",42115,no
"Sussex County, Virginia",51183,no
"Sutter County, California",6101,no
"Sutton County, Texas",48435,no
"Suwannee County, Florida",12121,no
"Swain County, North Carolina",37173,no
"Sweet Grass County, Montana",30097,no
"Swift County, Minnesota",27151,no
"Swisher County, Texas",48437,no
"Switzerland County, Indiana",18155,no
"Talbot County, Maryland",24041,no
"Talladega County, Alabama",1121,no
"Tallapoosa County, Alabama",1123,no
"Tama County, Iowa",19171,no
"Tate County, Mississippi",28137,no
"Tattnall County, Georgia",13267,no
"Taylor County, Iowa",19173,no
"Taylor County, Kentucky",21217,no
"Taylor County, West Virginia",54091,no
"Tazewell County, Virginia",51185,no
"Tehama County, California",6103,no
"Telfair County, Georgia",13271,no
"Terrebonne Parish, Louisiana",22109,no
"Terrell County, Georgia",13273,no
"Terrell County, Texas",48443,no
"Teton County, Montana",30099,no
"Thayer County, Nebraska",31169,no
"Thomas County, Georgia",13275,no
"Thomas County, Kansas",20193,no
"Thomas County, Nebraska",31171,no
"Thurston County, Nebraska",31173,no
"Tift County, Georgia",13277,no
"Tioga County, New York",36107,no
"Tippah County, Mississippi",28139,no
"Tipton County, Indiana",18159,no
"Tipton County, Tennessee",47167,no
"Tishomingo County, Mississippi",28141,no
"Titus County, Texas",48449,no
"Todd County, Kentucky",21219,no
"Todd County, Minnesota",27153,no
"Todd County, South Dakota",46121,no
"Tompkins County, New York",36109,no
"Toole County, Montana",30101,no
"Towner County, North Dakota",38095,no
"Towns County, Georgia",13281,no
"Traill County, North Dakota",38097,no
"Transylvania County, North Carolina",37175,no
"Traverse County, Minnesota",27155,no
"Treasure County, Montana",30103,no
"Trego County, Kansas",20195,no
"Treutlen County, Georgia",13283,no
"Trigg County, Kentucky",21221,no
"Trimble County, Kentucky",21223,no
"Tripp County, South Dakota",46123,no
"Troup County, Georgia",13285,no
"Trousdale County, Tennessee",47169,no
"Tucker County, West Virginia",54093,no
"Tulsa County, Oklahoma",40143,no
"Tunica County, Mississippi",28143,no
"Tuolumne County, California",6109,no
"Turner County, Georgia",13287,no
"Turner County, South Dakota",46125,no
"Tuscarawas County, Ohio",39157,no
"Tuscola County, Michigan",26157,no
"Twiggs County, Georgia",13289,no
"Tyler County, West Virginia",54095,no
"Tyrrell County, North Carolina",37177,no
"Unicoi County, Tennessee",47171,no
"Union County, Arkansas",5139,no
"Union County, Florida",12125,no
"Union County, Georgia",13291,no
"Union County, Indiana",18161,no
"Union County, Iowa",19175,no
"Union County, Mississippi",28145,no
"Union County, New Jersey",34039,no
"Union County, New Mexico",35059,no
"Union County, North Carolina",37179,no
"Union County, Ohio",39159,no
"Union County, Oregon",41061,no
"Union County, Pennsylvania",42119,no
"Union County, South Dakota",46127,no
"Upshur County, Texas",48459,no
"Upshur County, West Virginia",54097,no
"Upson County, Georgia",13293,no
"Upton County, Texas",48461,no
"Valley County, Montana",30105,no
"Valley County, Nebraska",31175,no
"Van Buren County, Iowa",19177,no
"Van Zandt County, Texas",48467,no
"Vance County, North Carolina",37181,no
"Vanderburgh County, Indiana",18163,no
"Vermilion County, Illinois",17183,no
"Vermillion County, Indiana",18165,no
"Vernon Parish, Louisiana",22115,no
"Vigo County, Indiana",18167,no
"Vinton County, Ohio",39163,no
"Wabash County, Illinois",17185,no
"Wabasha County, Minnesota",27157,no
"Wabaunsee County, Kansas",20197,no
"Wadena County, Minnesota",27159,no
"Wahkiakum County, Washington",53069,no
"Wakulla County, Florida",12129,no
"Walker County, Georgia",13295,no
"Wallace County, Kansas",20199,no
"Wallowa County, Oregon",41063,no
"Walsh County, North Dakota",38099,no
"Walthall County, Mississippi",28147,no
"Walton County, Florida",12131,no
"Walton County, Georgia",13297,no
"Walworth County, South Dakota",46129,no
"Walworth County, Wisconsin",55127,no
"Wapello County, Iowa",19179,no
"Ward County, North Dakota",38101,no
"Ward County, Texas",48475,no
"Ware County, Georgia",13299,no
"Warren County, Illinois",17187,no
"Warren County, Iowa",19181,no
"Warren County, Kentucky",21227,no
"Warren County, Mississippi",28149,no
"Warren County, North Carolina",37185,no
"Warren County, Tennessee",47177,no
"Warren County, Virginia",51187,no
"Waseca County, Minnesota",27161,no
"Washakie County, Wyoming",56043,no
"Washburn County, Wisconsin",55129,no
"Washington County, Alabama",1129,no
"Washington County, Colorado",8121,no
"Washington County, Georgia",13303,no
"Washington County, Idaho",16087,no
"Washington County, Illinois",17189,no
"Washington County, Indiana",18175,no
"Washington County, Iowa",19183,no
"Washington County, Kentucky",21229,no
"Washington County, Maryland",24043,no
"Washington County, Minnesota",27163,no
"Washington County, North Carolina",37187,no
"Washington County, Ohio",39167,no
"Washington County, Oregon",41067,no
"Washington County, Tennessee",47179,no
"Washington County, Virginia",51191,no
"Washington County, Wisconsin",55131,no
"Washington Parish, Louisiana",22117,no
"Watauga County, North Carolina",37189,no
"Watonwan County, Minnesota",27165,no
"Waupaca County, Wisconsin",55135,no
"Waushara County, Wisconsin",55137,no
"Wayne County, Georgia",13305,no
"Wayne County, Indiana",18177,no
"Wayne County, Iowa",19185,no
"Wayne County, Kentucky",21231,no
"Wayne County, Mississippi",28153,no
"Wayne County, Missouri",29223,no
"Wayne County, Nebraska",31179,no
"Wayne County, North Carolina",37191,no
"Wayne County, Ohio",39169,no
"Weakley County, Tennessee",47183,no
"Webster County, Georgia",13307,no
"Webster County, Mississippi",28155,no
"Webster County, Missouri",29225,no
"Webster County, Nebraska",31181,no
"Wells County, Indiana",18179,no
"Wells County, North Dakota",38103,no
"West Baton Rouge Parish, Louisiana",22121,no
"West Feliciana Parish, Louisiana",22125,no
"Westmoreland County, Virginia",51193,no
"Wexford County, Michigan",26165,no
"Wharton County, Texas",48481,no
"Wheatland County, Montana",30107,no
"Wheeler County, Georgia",13309,no
"Wheeler County, Nebraska",31183,no
"Wheeler County, Oregon",41069,no
"Wheeler County, Texas",48483,no
"White County, Georgia",13311,no
"White County, Illinois",17193,no
"White County, Tennessee",47185,no
"White Pine County, Nevada",32033,no
"Whiteside County, Illinois",17195,no
"Whitfield County, Georgia",13313,no
"Whitley County, Indiana",18183,no
"Whitman County, Washington",53075,no
"Wibaux County, Montana",30109,no
"Wichita County, Kansas",20203,no
"Wichita County, Texas",48485,no
"Wilcox County, Georgia",13315,no
"Wilkes County, Georgia",13317,no
"Wilkes County, North Carolina",37193,no
"Wilkin County, Minnesota",27167,no
"Wilkinson County, Georgia",13319,no
"Wilkinson County, Mississippi",28157,no
"Willacy County, Texas",48489,no
"Williams County, North Dakota",38105,no
"Williams County, Ohio",39171,no
"Williamson County, Illinois",17199,no
"Williamson County, Texas",48491,no
"Wilson County, Kansas",20205,no
"Wilson County, Texas",48493,no
"Winkler County, Texas",48495,no
"Winnebago County, Iowa",19189,no
"Winneshiek County, Iowa",19191,no
"Winona County, Minnesota",27169,no
"Winston County, Alabama",1133,no
"Winston County, Mississippi",28159,no
"Wirt County, West Virginia",54105,no
"Wise County, Virginia",51195,no
"Wolfe County, Kentucky",21237,no
"Wood County, Ohio",39173,no
"Wood County, Texas",48499,no
"Wood County, Wisconsin",55141,no
"Woodbury County, Iowa",19193,no
"Woodford County, Kentucky",21239,no
"Woods County, Oklahoma",40151,no
"Woodward County, Oklahoma",40153,no
"Worcester County, Maryland",24047,no
"Worth County, Georgia",13321,no
"Worth County, Iowa",19195,no
"Worth County, Missouri",29227,no
"Wright County, Iowa",19197,no
"Wright County, Minnesota",27171,no
"Wright County, Missouri",29229,no
"Wyandot County, Ohio",39175,no
"Wyandotte County, Kansas",20209,no
"Yadkin County, North Carolina",37197,no
"Yakutat City and Borough, Alaska",2282,no
"Yalobusha County, Mississippi",28161,no
"Yancey County, North Carolina",37199,no
"Yankton County, South Dakota",46135,no
"Yates County, New York",36123,no
"Yazoo County, Mississippi",28163,no
"Yellow Medicine County, Minnesota",27173,no
"York County, Nebraska",31185,no
"York County, Virginia",51199,no
"Young County, Texas",48503,no
"Yuba County, California",6115,no
"Yuma County, Colorado",8125,no
"Zavala County, Texas",48507,no
"Ziebach County, South Dakota",46137,no
"Alexandria City, Virginia",51510,NA
"Arthur County, Nebraska",31005,NA
"Bristol City, Virginia",51520,NA
"Buena Vista City, Virginia",51530,NA
"Carson City, Nevada",32510,NA
"Charlottesville City, Virginia",51540,NA
"Chesapeake City, Virginia",51550,NA
"Colonial Heights City, Virginia",51570,NA
"Covington City, Virginia",51580,NA
"Danville City, Virginia",51590,NA
"Emporia City, Virginia",51595,NA
"Fairfax City, Virginia",51600,NA
"Falls Church City, Virginia",51610,NA
"Franklin City, Virginia",51620,NA
"Fredericksburg City, Virginia",51630,NA
"Galax City, Virginia",51640,NA
"Hampton City, Virginia",51650,NA
"Harrisonburg City, Virginia",51660,NA
"Hawaii County, Hawaii",15001,NA
"Honolulu County, Hawaii",15003,NA
"Hoonah-Angoon Census Area, Alaska",2105,NA
"Hopewell City, Virginia",51670,NA
"Kalawao County, Hawaii",15005,NA
"Kauai County, Hawaii",15007,NA
"Lexington City, Virginia",51678,NA
"Loup County, Nebraska",31115,NA
"Lynchburg City, Virginia",51680,NA
"Manassas City, Virginia",51683,NA
"Manassas Park City, Virginia",51685,NA
"Martinsville City, Virginia",51690,NA
"Maui County, Hawaii",15009,NA
"McPherson County, Nebraska",31117,NA
"Newport News City, Virginia",51700,NA
"Norfolk City, Virginia",51710,NA
"Norton City, Virginia",51720,NA
"Petersburg Census Area, Alaska",2195,NA
"Petersburg City, Virginia",51730,NA
"Poquoson City, Virginia",51735,NA
"Portsmouth City, Virginia",51740,NA
"Prairie County, Montana",30079,NA
"Prince of Wales-Hyder Census Area, Alaska",2198,NA
Puerto Rico,72001,NA
"Radford City, Virginia",51750,NA
"Richmond City, Virginia",51760,NA
"Roanoke City, Virginia",51770,NA
